client_id,ClientID
150,2576a8c2-2fb9-4f8e-ae23-38ec13a4c903
388,64821078-695e-4d14-b879-858b2223089c
863,dacb727d-4a65-4427-b7ad-09a68242a88d
841,d3a78f43-b8b4-4117-b381-0c2931a30e08
266,4553decf-cc30-4be3-b521-0399b647c023
101,179fceb5-b258-439b-a01a-1aec5e53f56c
674,ac87b918-7106-4353-b4ef-0f0adba78325
153,26957a84-d50e-44ce-8c5b-f031e4ab529a
877,dea4629f-da9a-4fa4-92df-10ba75def735
761,c1f8e522-6db3-4904-8896-6db7791d1db8
815,ce8e8225-3f58-41fe-a331-8cbf7113bbbc
257,427f4e6a-9c82-44e9-9c12-f1ead35c7fd1
560,8e47d7d6-9ec9-4828-9642-9efa3c2e50d6
252,410f7019-5a66-4fd6-8c7b-3ec50c1408f5
366,5ebd9bb4-b84f-44f3-97e3-ff5476f5b08d
858,d9ea86da-8860-42ba-b58d-42f2c9d9dab9
370,5f4047c1-4c27-4f7a-a0cb-208f0f594f23
509,8155600a-6f28-4bcd-bbf7-d0d3bbdae5a1
749,bec87da6-ce66-4225-bfd4-67ee54d195b0
54,0c05d221-9810-431b-8bd8-ed511ce5a69c
271,47633d56-2e53-4c51-8238-d8f6dd2b660d
577,910d9481-a3ff-497b-ab89-45f6a412bb3c
576,90f0f44a-d688-44d4-9278-9fc9844ae0c4
808,ccdbbb71-d844-403c-8df7-9eb8b9f99bef
214,398191de-f3d4-49ed-a732-320e2c1f502b
247,40a9e315-f94b-42f8-9c8e-ef989f4c9ad2
513,81e87a0a-a688-40a2-8abc-16b13f69758e
254,42027a1d-4e70-47c4-909e-d806cfa84b61
40,08cce0c8-48f0-4dd4-8165-34c5961c4062
201,35ee1c44-8bb1-421f-a742-f3d62a480994
772,c63ba2db-1b4d-4d56-8477-2c7b7fa67b4e
885,e11b776d-d96e-4419-80d9-79f77c7dd36f
401,6834fc6f-40f9-4945-8619-b4491afe9062
399,66e9d949-3c14-4595-9a36-f124bfa9d35a
607,9a0b71df-9d59-4fae-9294-1d8075e439ab
378,609f8234-efac-4a39-a86f-a5bc2de4ee4a
564,8f102c46-1f4a-4d0f-925e-17b4076249b8
873,dd2cd820-1a4d-4089-b2a2-6aa4865a27be
874,ddeac556-0052-4557-8e1d-faf95c1d598c
684,ae3d4f78-81fa-48d3-8197-c550f78b7070
851,d67cdad9-19a8-47a8-812e-cf9e179e1c95
840,d38cab2c-2078-422a-8a8d-381b991a4de9
929,ecfda918-6425-467c-9860-b5dcbb4684da
913,e8a271e3-91e0-422f-af6a-1b1746f219a9
380,61e9f38b-4542-488f-92dd-dcb33e517166
69,108c5ee9-0ded-453a-8b7e-b2ff7203a20c
45,09da6cc8-ac5e-4a3f-900e-a03a82444dea
793,ca48371e-efc2-4bec-9913-ef333b73cc84
210,390a0b2d-9f40-442b-af89-d229406074a8
915,e8f08680-b1b6-444c-a012-63b9e4a65590
303,4fc3ecc7-5277-4468-8035-3906e37dc7f7
930,ed580e89-e006-403e-9c71-7f540cf0a3ed
89,15a37808-5775-4eae-bd4c-0b8029d30814
571,905280d7-6f02-4c6c-a961-4bcf29722c7f
395,6604966c-ee6d-497a-ac2c-bacacee304db
253,41603a2b-dc1a-4011-b8de-b9e2ed20eef0
493,7caa4221-bdff-4563-b4c8-60f4203e8082
293,4d61a8c2-c3eb-43c7-a25d-aca5565976f5
484,7a90cae9-0140-432d-a7b7-e7dde807464b
596,96c65a8e-f955-46db-9505-831db18d0923
353,5bd4b42a-4163-4c4a-9b73-66669867dcbf
539,878a6580-0e63-45a0-98ac-a36aa6494c62
804,cc9388d5-a1c1-435b-bfc4-d8d45254cbcb
821,d02093f9-30e3-43f7-818e-3e8f2e9875cb
844,d4e01e1e-0fd7-466e-a0dd-3c38cb59a591
373,5fb6e6c4-310e-4c94-8ed4-6ec549cef302
866,db5387e2-762b-438a-89e2-b8619114c558
32,07980602-3009-4d0d-a945-1fa71d68f6da
427,6d9e42f5-247b-4749-9ba8-2b4a30845f3a
828,d0cda05f-e81e-4065-aafc-2240cde97978
999,ffbf04f0-788e-455c-b68b-f54b9b533f10
543,889127bd-24ae-4157-a494-fdae0d5008dd
742,bd465936-fe8f-43df-8fb1-0d7aac563ffd
250,40dc7338-cce2-4202-a482-7afaa262bac2
369,5f379e12-8e7b-42cc-b27d-1ba90ae2d5f6
0,0040112f-f930-4425-8fe2-cf2f1db99528
278,496c02a0-51cd-4822-9790-8650f0af7960
133,1f97f6ef-1491-4469-bced-57e2110c3af9
143,210fcddb-1f73-4cbc-9505-6a3c73cfcb57
926,ec54bdba-e04e-4525-9b93-bbc3aba1c5c1
613,9b4da32a-e918-43dd-a849-46ec224d0027
391,656559f9-b91e-4b85-86bd-c8fb7ef66b90
620,9e60d12e-17ab-463c-9ce4-66fdad916a02
152,2644a04c-0ee9-4bf9-90d5-fe65488c131a
952,f3cf1a85-ee97-4771-b9ac-c2a4941c583d
902,e510aca1-547c-4d0e-bafd-f3d5f94dd288
376,6098f022-0c1b-4965-8862-5eb6a8ca68c8
128,1ede2c66-b437-4825-82ed-492d024ebcd1
104,18eae915-a909-4eca-8fd8-b7d967802d10
222,3ad46f95-6081-4ac3-a535-9bebea6265a5
497,7e3c0751-1690-40c2-92b4-5664201a10cb
687,af099556-2945-4dc1-9b09-e899d1bac175
470,7712a8f2-4106-44f9-b161-493d8f50f13b
956,f5273845-bd19-4765-997e-ad2d65a9dc1e
693,b0d82d05-e407-4961-894e-95676964c6bc
53,0c0299a6-6620-411d-8e88-11c097e2ddf1
663,aa451704-7999-41a8-a674-37bd6aa50039
374,60334b05-8bc1-4662-8fbc-6959deacb176
365,5ea285fe-a440-4439-aabf-d71fc040ae46
130,1f084099-33c1-421f-a7e3-bd77b35cf8e9
235,3e07bfb4-ec61-41c7-87a4-30a51feb855d
871,dcdca955-6941-4838-bd8a-0b79a3d731a1
570,9004379f-fb94-4405-90b3-2c81d338cfb0
233,3d0f5960-026d-4b24-bb41-b31fdd7d68d0
443,70213f39-2b33-4f30-85af-710a3a774764
277,493007b5-6483-46d1-889a-f0c451ca1eb1
319,528f8882-92d5-4975-8c55-7239357fc8cd
888,e1d00191-00af-433d-ab73-b1c167a252cc
943,effc6479-64c8-4b72-a350-e944bb890d4c
521,83a2806a-75b0-4f2e-87ac-3a83a14e0521
587,93ffdce4-ff7e-4802-9621-a315a8c32a61
149,24d17489-4d0c-4083-bf1a-863db2da2446
814,ce7f88c9-dad2-4ad4-a8bb-983e38d0af87
9,01ef2080-1ee5-459c-b690-f34c3989e2f2
717,b6b1c916-8a6a-474a-b0ff-5c797b2d7f15
260,441dd04d-f7b7-45b0-9904-1cd04dfbd576
514,81fae693-1e21-4831-9439-1ca4df8b6ece
450,7214c71c-3a64-43ce-b0bd-07e88e92e0e6
157,27333794-1359-4df6-9b3a-6014e0ccda2f
740,bc58f784-4257-45cc-8f17-0e804ae455a8
414,6ac8ceef-9f71-43de-a2a7-4ec8106ce6ce
294,4d964893-45e0-4aa8-b088-9397c3bc20cf
504,81027bd6-21b9-497d-923e-86532ae6cf47
795,cadeb21c-1522-4556-9680-d4305e91146f
624,9f941466-6796-48f5-8bf1-e4ebf7c31122
411,6a94f3af-8915-4df2-9f06-cf7ab097bd28
499,7ea9708c-d2a7-4439-8c78-a455296f4fa5
524,83f9bb35-41dc-4a85-b4df-4de351bd2214
394,65f5dc2e-63f9-4917-a24d-ef253e44f0db
807,cccee267-bf51-4267-8707-58255052b521
791,ca422d41-d47f-43f7-bdb0-e2ffccc15082
161,29b604a5-8a21-494b-988e-b6609cc2d387
438,6f06d3b9-533d-4033-b384-c8d20219f1c3
690,b05d3877-b8b3-4f78-a776-aa4eb72b6efe
165,2b948dbc-4001-471a-9850-caea1fcf8aec
638,a3ba6b98-68fe-439a-b510-47bf87ff041f
799,cba1e498-0857-43a9-a995-182e5c8d52a3
4,0151f3de-5d8b-452c-80a4-c5be823a95a5
356,5c9bae88-204c-4089-b8f3-65ce1c98d1fe
448,71a3a952-e55e-4397-9199-0738549c1116
144,21941d54-ed31-4516-a8d1-5ee9a01669cf
83,13f6c1ab-86d9-4b8d-ad25-48659b252ee4
798,cb0f3eda-84cf-4393-a41d-d20990b71387
986,fd80793d-74a4-40bb-95db-b975539a8440
151,26392707-613f-4d2c-849e-91d41444dc4c
300,4f5d0ba8-4f65-4e80-940d-91559ed6a758
198,35d8805c-28ad-4535-87e8-ba2bc996b5c4
697,b23efd36-5c8f-46d0-b595-3fd47410e9fd
432,6e7900de-c1cb-4a6b-aa5d-a8149c336c82
640,a3dbf436-7148-4687-a61a-db766b54a69a
466,7651d9e3-b8c6-43c7-82ec-b335b213c83e
766,c35d55e0-2ede-4991-9add-16ea245e9e6f
910,e7ecd202-a382-4dcb-9b95-5cc34383f83f
299,4f2fcef0-b060-414f-a392-bbe35388a9ee
957,f5eb38c8-8a4d-4754-a7a9-0d9a5f221801
158,27bb2697-e43a-433f-a42d-e2919a229c99
872,dd2ac331-5621-4754-ae88-1b7ce4e85c97
200,35e866a8-d2e6-41b5-963a-7b576e8b6bda
57,0d2795a7-c1b0-4f88-936a-118bfff4a88c
118,1c978814-b045-403b-bc6b-0e1e1c471971
971,faf07a90-85df-478a-8a32-981b0174e97d
308,507eee18-5043-4ea6-812f-e203b81e3008
228,3c6a83d4-93f7-40e9-a8c1-36de1eb15ec6
903,e56d47f8-a881-4bfc-9761-70137cc24b6b
994,ff1768b5-57d2-4fdc-847b-8ccb42a4783e
269,46f07e91-f1b6-4f43-a1a2-923da91eecca
456,744a683f-f5a4-4657-93c8-7a694bf31395
465,7646013f-9b87-4190-8247-9f4713877545
132,1f821398-f491-4b91-bed6-7dce4f915fb4
137,204393e1-f9a5-4467-a690-8253d5c8f96b
934,ee3ad18c-95a2-4ccb-af0a-8b76a46671ea
203,36a3e559-c6c8-46a7-a3a3-118d94942772
95,1677667f-bb52-4c2d-8ed4-26e639d9a9b6
760,c1838d77-33ea-4198-be4f-2885e269e6f1
662,aa1d8aa4-dae1-428a-97bb-297dd06c4dbd
275,48167bcf-7a22-40d1-8a49-d9a84d08e012
523,83c92f44-8205-4a16-813f-601870bba4ca
983,fceb2850-e532-4bd7-8c81-afcc037d58c6
776,c75d6e82-58f8-4c34-a39b-a7c6532a0eb4
621,9e628c96-0143-4a4e-b44d-a635af84972c
566,8f998806-6b9d-401a-b6e9-c0ac191a4495
120,1d1a23c7-7f8e-45c7-8f11-0d36c5b5c6a9
218,3a4e4aea-f891-45b9-a416-7d096bec4e45
297,4e217252-505d-4a0a-8370-4c72d7a26f95
819,cf7230c1-d3a3-4d7c-bd36-39685c4e63a0
847,d5b1cd41-1980-4bef-bee0-1cac6904c721
835,d1931daa-7047-4a3c-8eb7-6bbfa030578d
616,9c4dd6a6-be62-4e48-aa08-a4014e71b4d7
823,d07fa70d-7ba3-488d-81e0-375fc0522d64
653,a86d7ce9-0438-4463-8eb9-6903894489cb
750,bf107530-8182-4a4e-affa-4311cebdc167
578,9215b056-5404-48c9-9eef-8107988206ad
188,31d00752-6ae7-4203-b381-54d81a685f7a
978,fc50a084-358c-459f-b9fc-f17cdc814f86
726,b9292aa7-03ab-44ee-bd4b-9642f14043bb
820,cf973601-fdb7-448d-a4cd-9934c954a817
764,c30c9ca8-6d77-47c5-89da-6fe16b56b841
534,865b1a81-9c7a-46c2-b544-09664f1235a0
533,8656cf62-93ef-4a4c-a800-fb96f21ddbf8
796,caf28c57-d2d0-472f-bf6e-cef6af3712e0
63,0d5f7573-9aaa-4b38-8697-108109138fe4
939,ef562c63-e31d-483b-a3a2-9afaa9c933d2
351,5b514b13-280b-4c58-822e-c0b1b4e513ec
229,3c9da73f-d0eb-493a-9e17-bb1cafcc81f7
454,73364400-be11-4eef-930c-1b2db72f2318
84,1410085f-b5ce-499d-a1cb-457c903d0ad1
672,ab934fff-3cfb-477c-9d40-48022ae8c5bf
633,a28dc3a1-dc5c-46a1-b96f-95f93da80fed
208,38d77de8-bc17-45a9-8d44-71af96f17f5d
207,38ba7b78-46c5-4d39-ba72-6c0dba16ef77
845,d54a3ed3-9b87-44e9-b181-7bb2b6914f9f
37,080cda8b-11d9-4904-9cf3-252b26d946dc
696,b1a4f2f9-6b67-483c-83d8-5e4bab9305e2
824,d08a8a12-e8c7-4213-8c52-d28db5e036e8
778,c797a17d-7e1d-49ad-bca8-24485f4c0d31
284,4b139dc7-5f24-4452-80f9-ebe898fa4c9e
610,9afcb404-2ca7-4a38-a5b6-4f8fbe5278da
806,cccad498-32e4-4d1f-a829-05ff5d916a11
219,3a819bbe-b718-4661-b90f-d35d1dccccfc
457,74771888-3356-410a-8d73-3c0bfb88eff4
955,f445f7dc-b6ba-450a-aa8a-d9df6d7d71b5
582,92c47132-6446-4f98-8602-a182e12f2555
508,81451656-d46a-41d8-8cd0-3d9f823559fd
46,0a415698-3a8e-445d-8d71-95418353ac9d
117,1c807025-6351-47ab-98dc-ad4c17ce1d42
392,657e9501-ba86-4e7e-942c-3318fc1c863e
520,83a0271e-aee1-440d-a1da-f11c45fa8ee4
968,f9e8a584-4198-4fed-8758-7e963c3e0e8a
608,9a0f41b3-3b87-4923-8a7a-5b824138dc0b
61,0d4133f6-635d-4672-bcf9-857a3ced91ff
770,c531bea2-fc6f-4bf8-9af5-3a6063c702b0
655,a8b0d662-31ff-468b-83ce-1069f54a3b71
276,4850241c-9233-4d43-9c28-02852054efb3
79,131015dd-ab39-4592-b945-17f35109e810
879,df2ab93a-9515-412e-acf5-0b2eff565840
185,315194a3-20cc-4536-8b5e-0862e42e2188
710,b5841ea2-6dac-4e51-8bc2-119f7c524c62
296,4dd91aed-e3eb-427f-9104-3f323014521d
64,0de6e687-0a38-4e57-9cef-6f0853cc7ea0
333,55cd41a2-fe7b-4ea4-9be9-1f84133f09c4
212,39358e18-18c1-4bcf-bd31-79368d66d444
972,fb0f4366-dbee-4a29-bfe5-940bc1483857
43,09678716-4584-4e1e-9aea-304cf3d49033
425,6d2a51bb-d05c-42a8-ab47-c49abf98f756
671,ab556f51-fefe-4be7-834a-f97b5e0094b5
998,ffb9881d-cd64-4df2-a0ca-c7fba5650995
942,ef9e3993-d7d5-4f9d-a8d5-04bdf8145514
803,cc693ec2-0fb0-457c-858c-765edd2f7adc
590,9539598a-f1c6-4b8b-a735-9cd493cdb96a
328,54b1d4c2-5c28-472b-a6c0-a88c4a8159e3
403,6985fa2c-334b-46ed-ad95-821e30466720
187,318c07c2-bc67-441c-9685-5ae8f6cca264
797,cb08236f-cef0-4be3-94f2-bbf5d9ba0725
82,13c8b753-0a4d-4fa3-bc0f-f6a7b32590b3
588,94852754-ecc6-4b62-a700-7ad407f781fd
899,e489c28b-cebb-4fad-85c7-e19e82c4c967
882,dfbd57ca-840a-499d-84fe-e69314413ebc
743,bd4a7842-9e83-4eef-a5af-6a45ce489c1d
542,88845328-7d74-4674-a705-df6dc49a7bd1
622,9f543969-9e60-412e-a023-ba4bdb407bd4
637,a36a1b60-14fb-4d8c-8790-ac4a3744ec09
992,fe977ed5-c8a7-459e-815f-d34e837686ca
88,151af79f-769a-4426-a745-019bd7aa6fc4
485,7ac1e118-00de-4d72-8440-cb8c7db3a24b
189,3266d961-f82e-4743-ad93-37fba2ef3fe4
85,14308377-8b89-4a12-8cfe-13ecc46bb0ec
422,6cba0cc1-825d-4491-a3b9-066ca1f13830
183,302c377e-7c26-4d35-988b-feb0c5d3bb3d
898,e43a516b-4ccd-4b47-a531-de839e199ac5
131,1f5e9b92-6c23-48a8-8fc9-470c0d420a25
331,55a2847d-fce1-4022-9c95-620eb39f9aa6
728,b9478f1e-099b-4123-87d4-3cc3c072fb77
415,6b1a7c70-eea6-468c-a100-ae2ca275cf3b
787,c91397a1-06fa-4eac-87f5-b3401d2ce847
864,db161be1-6ade-4d04-8230-5cf49202c50a
895,e3b7d62d-5192-4e7e-8753-0275d614d3c6
705,b3d4c381-d2ff-4f63-ac09-d15aea808168
993,fefcb022-05df-407e-b6dd-6f4e7ce46785
975,fb592a85-d566-4730-abc9-6fc96a7ad11d
716,b6806935-016f-4acf-b23f-259a45a047d7
243,3f063c10-b4fa-4626-8981-d5419baaf1bf
773,c6722ae2-6e01-4033-9a00-6766f27d6044
837,d20b85d7-2acb-42a3-a6bb-9bb19bb7c39c
23,05d40e38-76d8-4022-af78-b57fd601b8e1
595,96c3faa5-2990-4370-88ca-2bf27e6a898e
16,03e69a75-e5e0-430c-9383-4b3be5d5fee5
196,34b76d60-3334-4005-9d63-f3b637703c7b
583,92c94054-f969-4323-a580-e7ab98aa44ed
273,47c2abc4-bf16-4cb9-b748-d13e79c86f81
280,49ed1b7f-4db8-408f-9f85-36dd4ff6b83d
785,c8e7ac75-b45c-4ff0-9e49-fc537564ffbe
875,de0071d5-e9af-4984-9ca5-76b6103ef706
507,813ce9df-6cb8-4bad-bfc0-489e7d994e83
108,19bbb13b-0dd4-4b5a-a909-593117a23326
911,e840079e-41a5-467e-9eb1-84a98b897879
110,1a0b0259-e661-43d6-af6a-775d9c9c97dd
8,01cbc315-6821-47e3-9d85-39f153f45575
155,26eba3e6-c355-472a-8983-82305b645be6
989,fde42bbc-77d9-4b09-9deb-d4dfb1a6b192
136,2040d5b7-ac64-471b-9280-b453ce2ed9fb
510,819b6734-1c20-4f27-98f4-3fa3b416c2c8
922,eaa922a6-72e3-4771-9bff-80403d372111
33,07a6f3ff-bb3b-44de-a967-4b68624508cc
737,bbf4b73f-16fe-4f98-acef-d22f12d6fb0a
719,b72f19eb-0dd4-4a10-bb5b-fbc4499bd45d
565,8f845e78-3a18-444d-81c6-9e5d20f6f5ec
555,8b681083-4735-4e81-a728-cee0bd032bcb
641,a46a8813-9194-4c79-9632-b46e288a92bf
125,1e5acee4-a7e1-4a99-8a94-61a6bb6afc33
59,0d2de1c8-6402-4c8d-937f-b56fc24b1dc4
156,273090b6-302e-418d-86d6-7cd5aafff148
786,c90a4a7a-8e2c-4d12-94de-58c6739b87f2
283,4af40f47-9b62-4c2a-a0e6-8d7279894d63
240,3e4d4604-688b-48d4-9f38-3cb0bcd40182
429,6dd46ab2-a275-45b7-99c8-1608dc46d12f
35,07eb91c0-7796-46fc-95dd-056670c2031d
962,f78ccd10-7c2e-45d5-bd57-93d396b799d6
931,ed67a664-bb57-484c-9597-cded1e666028
248,40b5556f-a2f9-4c24-b57d-3bff1a08f989
113,1bd1296c-e577-4d6a-bd8c-f3c3c0a6dfe4
145,21be3ca9-d49f-4c99-aac7-5ba73d7c50b5
305,4fe3a5ef-969a-4263-a79e-5d51b942c90a
850,d65b8ab6-f70f-456a-a4de-07679bbf220c
407,69c44ee8-10aa-4b23-92e1-03d75510f1fc
648,a64463d0-1938-4186-890c-374d80fe8a33
251,410d3214-970a-4469-b0d3-54dfff00c012
447,71334fd3-290d-4595-84c4-ecee2b335f70
239,3e36a17f-d072-4a99-b29b-272bfde10a33
437,6ef59729-d0bf-45a5-b8d1-05c8f7f495d7
660,a9cca457-ebc9-421a-a26d-ac5569b1c296
